c1,c2,c3,c4,t1-1,t1-2,t1-3,t1-4,t1-5,t2-1,t2-2,t2-3,t2-4,t2-5,t3-1,t3-2,t3-3,t3-4,t3-5,t4-1,t4-2,t4-3,t4-4,t4-5,t5-1,t5-2,t5-3,t5-4,t5-5,t6-1,t6-2,t6-3,t6-4,t6-5,t7-1,t7-2,t7-3,t7-4,t7-5,t8-1,t8-2,t8-3,t8-4,t8-5,t9-1,t9-2,t9-3,t9-4,t9-5,t10-1,t10-2,t10-3,t10-4,t10-5,result
71,72,0,0,61,44,23,28,41,68,65,66,69,7,63,62,73,9,46,33,29,1,11,5,10,26,43,2,31,45,51,53,22,24,12,49,64,6,3,48,70,67,25,30,13,52,32,42,8,4,27,50,21,47,1
7,29,0,0,49,26,21,47,72,23,31,42,73,63,12,4,62,43,71,24,53,1,52,30,44,70,41,10,69,2,51,46,48,5,50,13,22,45,64,28,66,8,33,68,65,27,3,6,11,9,61,67,25,32,1
51,26,0,0,66,7,10,53,50,23,69,22,33,27,67,48,41,2,73,28,61,24,29,4,52,6,31,45,46,65,71,63,9,62,11,5,49,3,64,13,21,70,42,44,68,32,30,72,47,43,25,8,1,12,1
49,28,0,0,23,44,64,46,25,62,11,27,73,21,52,4,48,69,1,3,45,51,13,70,43,2,9,22,33,61,41,8,7,32,72,29,67,31,53,42,5,6,50,12,65,10,71,66,26,63,68,47,30,24,3
62,61,0,0,30,28,21,5,25,63,1,66,13,31,8,26,70,72,52,9,11,32,10,71,46,33,64,49,42,2,41,43,44,45,12,27,7,69,23,67,48,73,6,51,4,29,24,65,50,68,47,22,3,53,1
43,6,0,0,4,8,47,32,64,27,31,69,73,10,72,29,22,41,51,12,28,44,42,65,50,70,5,26,53,1,48,46,25,49,61,3,66,62,30,45,13,24,68,67,9,7,33,2,63,11,23,21,71,52,3
70,10,0,0,61,12,32,67,53,33,71,23,5,7,52,9,8,25,62,31,69,65,1,46,21,26,44,42,72,3,4,13,64,49,27,51,29,63,45,41,24,43,73,50,68,30,22,48,47,2,66,6,11,28,3
31,68,0,0,26,28,2,63,3,51,61,1,46,71,65,7,66,6,67,52,42,4,11,9,33,41,29,10,25,70,21,44,50,45,24,62,49,43,8,13,73,64,5,53,27,30,72,47,12,32,22,23,69,48,1
48,43,0,0,70,45,62,22,10,28,41,32,7,33,44,51,73,49,5,1,8,72,68,65,50,52,66,11,3,29,4,21,26,27,24,53,6,64,63,12,42,47,31,61,9,30,67,46,69,2,71,25,23,13,1
24,42,0,0,29,11,31,52,69,70,33,6,49,26,66,46,67,45,4,28,51,71,53,25,32,13,44,3,23,62,12,65,27,47,22,73,68,7,10,63,2,9,41,30,43,72,21,61,8,1,48,5,64,50,1
43,62,0,0,27,30,65,68,42,1,2,73,69,51,21,63,45,11,4,46,10,24,25,67,48,29,47,52,9,5,31,33,66,72,64,50,7,13,70,49,28,41,8,71,53,3,6,32,61,23,22,12,44,26,1
41,51,0,0,73,45,42,52,5,44,33,47,10,24,3,2,67,63,12,61,25,46,11,66,21,22,9,26,49,70,62,6,31,4,43,13,32,64,53,71,8,65,30,69,7,48,68,23,28,50,1,27,72,29,1
50,52,0,0,11,2,12,45,28,71,61,3,47,72,44,6,4,70,29,53,62,43,46,73,66,64,69,68,65,67,8,49,33,25,41,63,10,13,31,27,42,5,51,23,48,26,9,32,21,22,1,30,7,24,3
47,45,0,0,73,3,11,41,48,71,70,62,31,13,23,2,24,1,63,8,67,53,51,33,12,26,69,6,68,52,50,5,66,65,64,21,46,32,28,25,42,10,22,30,43,72,9,29,61,7,4,27,44,49,1
71,67,0,0,10,31,26,47,46,8,73,41,13,45,24,9,29,66,28,68,53,63,2,48,33,62,69,25,22,4,21,72,1,64,44,6,50,12,61,49,65,3,52,43,70,51,27,23,11,42,32,30,7,5,3
65,10,0,0,41,51,23,8,2,21,70,12,68,42,26,67,62,46,30,63,32,53,1,13,3,6,50,45,52,5,66,71,28,43,61,9,4,27,49,72,11,33,25,73,47,69,44,29,22,31,64,48,24,7,1
50,64,0,0,53,52,11,51,22,28,70,3,24,68,6,27,10,42,41,66,62,4,48,13,23,2,65,49,25,7,73,47,72,5,31,26,69,32,67,21,29,61,45,63,12,33,44,1,43,8,30,71,9,46,1
4,30,0,0,11,53,26,64,13,3,45,72,27,7,50,12,49,33,66,24,5,43,68,25,63,46,2,71,29,69,44,48,32,10,9,8,31,70,23,22,52,73,21,6,62,1,67,41,42,28,51,65,47,61,1
29,11,0,0,46,52,31,30,8,32,72,70,5,2,51,42,9,22,73,26,45,64,69,71,50,62,28,24,47,33,68,43,63,53,6,12,23,4,27,67,48,3,25,66,13,7,49,65,41,61,21,10,44,1,1
8,41,0,0,3,27,47,44,12,72,11,13,30,7,69,49,42,26,31,45,2,53,63,9,28,48,33,22,64,52,51,61,23,50,62,71,10,73,68,1,4,46,21,25,24,29,32,43,67,5,70,66,65,6,3
69,48,0,0,72,51,3,1,63,43,47,65,25,4,41,53,44,21,2,7,70,8,29,68,31,50,30,33,52,61,12,46,26,28,6,42,24,9,62,71,73,45,27,66,64,32,67,49,10,11,5,13,23,22,1
50,62,0,0,69,13,31,23,11,4,2,51,30,67,27,63,70,46,6,9,8,1,32,5,21,44,41,66,28,72,53,68,33,22,64,61,73,52,42,48,3,7,26,71,10,47,45,49,12,24,65,29,25,43,1
13,12,0,0,28,42,1,5,32,22,41,70,51,73,65,45,47,43,9,25,46,48,53,72,6,52,50,44,49,30,29,27,3,31,23,24,7,71,8,63,61,10,11,4,26,21,68,67,2,69,62,64,33,66,3
63,48,0,0,73,51,50,2,3,43,70,24,22,66,32,11,65,64,4,26,5,71,10,61,13,67,30,25,27,28,8,44,29,41,42,49,68,7,1,46,23,21,9,6,45,47,31,62,69,12,53,33,72,52,1
11,42,0,0,26,9,6,31,47,72,63,45,29,28,33,53,41,43,71,64,62,65,13,73,4,30,68,67,32,10,8,48,21,50,51,61,12,49,23,46,25,44,1,3,52,27,5,7,24,22,66,69,2,70,1
64,50,0,0,69,25,63,41,33,72,30,4,2,48,21,22,43,70,7,28,47,24,67,51,3,5,13,42,49,66,52,45,23,6,12,11,65,10,31,44,61,73,8,1,68,32,46,27,62,71,53,29,9,26,1
66,26,0,0,68,71,63,3,43,73,30,67,21,13,44,50,61,6,47,45,4,31,25,7,28,72,52,12,24,9,27,69,42,65,22,32,2,70,33,46,49,1,48,8,53,64,62,10,23,5,41,51,29,11,3
11,66,0,0,64,7,1,28,44,72,29,13,31,27,67,30,33,61,65,47,49,8,6,43,4,45,63,51,10,23,42,24,3,53,70,21,71,32,46,26,9,12,52,5,62,50,41,68,25,73,22,69,48,2,1
51,43,0,0,30,25,41,8,68,50,6,23,21,48,3,4,12,22,28,64,69,33,5,52,7,24,73,42,72,70,31,49,13,61,62,45,29,27,67,2,44,65,71,10,63,26,47,9,11,46,53,66,32,1,1
68,66,0,0,51,22,52,12,31,48,42,11,9,5,67,27,1,28,41,61,72,29,71,43,47,32,50,26,45,63,3,62,6,46,21,4,8,44,65,24,10,73,69,7,13,53,23,25,33,49,30,2,70,64,3
71,68,0,0,7,32,50,69,25,52,48,10,70,5,31,3,63,11,66,49,73,9,23,4,45,64,62,12,53,29,43,61,22,47,2,41,28,8,26,27,30,42,65,1,6,44,24,33,72,13,67,51,21,46,1
51,52,0,0,45,4,67,48,43,73,63,8,9,3,66,32,44,5,23,42,61,27,70,50,62,49,29,2,13,11,12,41,53,25,69,6,72,21,24,22,30,31,7,71,26,68,65,33,28,47,1,46,64,10,3
63,52,0,0,69,42,64,29,31,23,50,21,5,1,12,32,65,47,61,27,7,2,25,3,49,30,67,44,4,51,48,26,8,70,43,24,66,9,28,46,71,45,22,68,73,10,13,41,53,11,72,62,6,33,1
69,11,0,0,1,29,41,61,48,23,66,44,31,5,26,62,65,72,24,2,13,50,42,68,4,52,46,49,21,73,53,7,70,12,51,27,6,10,33,71,63,43,30,25,64,8,9,47,28,3,32,22,67,45,1
27,4,0,0,24,47,50,2,9,49,1,67,71,33,25,31,68,70,46,45,21,65,63,61,3,11,22,5,26,53,43,8,42,32,48,62,64,23,13,72,52,41,69,29,44,30,73,6,7,10,28,12,51,66,1
43,26,0,0,3,13,12,2,11,42,48,10,70,50,1,53,9,64,47,68,67,61,7,41,63,31,21,33,5,44,8,45,49,30,52,27,71,51,73,65,72,32,69,24,29,62,23,4,28,22,66,6,25,46,3
43,8,0,0,44,42,6,21,10,12,65,49,33,61,7,45,68,69,5,50,63,9,1,23,28,47,72,67,66,73,11,41,2,4,32,46,52,62,26,70,48,29,25,13,3,64,71,53,24,22,51,27,31,30,1
69,10,0,0,28,6,11,24,51,52,4,50,33,2,48,44,22,21,71,13,12,47,68,1,67,3,62,7,23,43,70,53,26,49,8,27,73,25,31,66,41,61,45,30,46,5,42,29,64,63,9,32,65,72,1
72,50,0,0,12,11,24,23,22,28,63,66,1,4,6,61,30,52,46,65,42,29,68,64,69,45,51,7,73,31,5,13,48,27,8,25,32,26,41,47,3,2,71,44,43,62,49,10,21,70,53,67,33,9,1
30,43,0,0,29,26,70,62,64,44,9,72,23,51,67,12,31,73,11,45,66,69,61,42,21,53,71,5,27,32,22,28,68,24,10,63,4,48,8,6,50,33,7,65,25,1,52,46,3,41,49,47,2,13,2
29,42,0,0,49,26,51,9,4,5,27,70,6,73,13,62,28,61,66,11,7,67,32,22,2,69,10,23,3,50,43,12,41,31,47,46,68,48,71,33,24,72,25,21,30,52,44,65,45,8,63,1,53,64,1
48,61,0,0,25,64,47,66,6,26,29,1,72,13,62,52,9,30,10,50,5,49,68,53,2,3,8,43,33,46,27,51,42,28,65,73,11,32,63,41,7,23,67,12,44,4,69,22,70,45,21,31,24,71,1
70,69,0,0,43,42,10,30,26,13,46,11,21,68,22,4,32,44,41,8,62,72,45,47,25,51,31,23,9,73,1,6,33,50,52,49,24,64,2,61,48,63,5,66,27,28,7,71,53,29,67,12,65,3,1
12,42,0,0,49,71,5,53,13,10,62,8,21,73,2,7,25,26,28,24,64,4,27,43,46,1,68,45,29,52,30,33,51,22,65,63,66,23,44,48,67,70,31,3,11,9,72,50,32,61,6,69,47,41,1
25,68,0,0,5,65,48,2,52,26,46,53,28,62,50,64,23,7,27,71,8,33,49,32,29,6,67,22,31,47,69,9,41,12,30,61,1,73,24,45,66,10,51,63,44,21,42,13,11,4,3,70,43,72,1
22,10,0,0,46,44,23,68,43,51,5,6,26,69,1,70,32,63,28,65,21,13,62,27,53,41,67,31,61,7,47,49,4,3,30,2,11,72,71,50,9,12,29,24,45,25,42,48,8,52,73,33,64,66,1
27,67,0,0,70,45,73,6,13,50,66,61,2,1,10,32,43,33,71,69,42,26,49,23,22,12,68,64,24,65,11,48,8,44,51,46,72,25,4,31,63,30,52,53,47,41,3,9,7,29,62,5,21,28,1
73,4,0,0,24,50,25,62,12,1,43,48,8,45,29,65,46,23,27,3,51,64,7,70,5,41,42,28,52,33,72,30,61,2,53,71,47,9,21,67,22,68,11,26,66,63,32,49,44,6,69,10,13,31,2
22,63,0,0,44,46,69,67,13,12,25,49,52,32,53,11,51,47,5,1,2,43,61,50,9,64,27,31,7,73,71,72,66,33,48,3,10,6,21,45,65,29,68,30,70,26,24,62,42,8,4,28,23,41,1
45,69,0,0,64,72,68,25,30,63,73,50,70,8,2,53,27,43,71,4,1,21,48,44,3,33,26,31,47,24,41,46,23,49,66,28,12,7,13,52,11,29,65,67,42,32,61,51,22,6,62,9,10,5,3
42,4,0,0,66,52,30,47,2,71,69,22,51,45,28,68,6,67,64,10,7,48,9,11,12,5,65,1,53,27,50,46,43,72,62,29,44,32,26,41,3,61,8,33,73,49,70,21,24,25,31,13,23,63,2
43,32,0,0,72,45,49,52,30,53,10,6,22,27,64,11,4,5,3,8,65,44,46,70,28,61,9,67,48,71,47,41,69,73,29,62,26,25,51,63,7,21,68,23,13,42,2,50,33,66,12,31,24,1,1
24,28,0,0,49,25,10,47,68,43,51,29,62,64,69,21,72,71,46,41,31,30,1,33,11,63,26,3,12,52,27,6,50,5,45,2,65,42,7,9,66,44,48,13,23,4,67,61,32,22,73,70,53,8,1
10,46,0,0,25,29,21,24,6,50,44,1,12,49,42,3,61,43,72,67,30,26,45,52,66,28,47,23,9,71,22,41,65,27,64,69,33,13,68,51,11,7,62,53,31,32,70,5,8,73,63,4,48,2,3
53,10,0,0,63,50,27,43,32,67,23,45,73,8,25,13,1,70,24,42,12,21,69,26,68,28,7,9,49,72,62,71,6,65,64,41,33,3,51,61,4,5,11,2,52,29,66,48,30,47,44,31,46,22,2
32,65,0,0,49,11,4,29,43,72,23,2,67,44,13,22,48,5,69,50,73,52,27,7,41,68,71,9,62,8,63,47,26,30,61,10,12,53,28,31,45,6,25,3,24,51,64,42,46,1,21,33,70,66,2
29,70,0,0,13,21,9,66,51,12,8,24,50,46,30,61,11,67,27,65,62,43,5,10,71,33,48,53,7,69,25,47,49,63,73,4,28,31,2,22,32,3,41,52,68,72,23,6,26,1,64,45,42,44,3
47,25,0,0,68,3,45,32,5,6,67,63,69,52,51,64,1,42,41,8,9,12,22,65,61,24,71,23,4,72,28,73,29,33,43,30,21,7,27,26,50,66,48,70,11,49,53,46,2,62,44,13,10,31,1
7,65,0,0,48,26,43,6,5,63,22,51,69,12,32,72,23,42,11,8,10,45,30,71,29,50,13,66,33,73,9,53,21,24,62,4,44,31,27,1,61,41,2,64,52,67,3,46,28,68,49,70,25,47,1
41,43,0,0,65,1,51,72,48,67,50,24,8,53,45,28,21,12,26,23,63,69,62,22,3,66,61,70,64,4,10,7,52,30,6,9,42,68,2,47,71,13,33,31,25,27,46,73,32,5,44,11,49,29,1
61,12,0,0,67,28,4,53,21,69,65,29,13,31,52,70,66,8,63,23,1,68,41,10,7,46,72,44,43,30,33,49,73,42,5,45,50,26,71,64,51,32,27,11,24,47,3,6,48,22,2,9,25,62,3
4,11,0,0,71,70,8,45,44,2,10,67,50,53,63,7,22,28,64,61,51,29,49,47,32,66,42,5,1,9,69,24,31,62,46,21,6,33,27,65,68,41,43,25,30,3,12,23,73,72,26,13,48,52,1
64,4,0,0,65,1,3,5,26,32,66,63,67,50,31,68,51,24,9,48,73,53,43,44,33,45,46,12,70,69,10,6,22,62,2,13,47,52,21,41,61,72,29,8,7,30,27,11,49,71,25,42,28,23,1
44,47,0,0,63,33,2,71,1,52,50,13,31,28,3,45,22,32,43,12,25,72,21,42,30,53,64,10,51,68,29,49,69,62,7,46,73,61,6,9,8,26,11,70,48,23,41,67,27,66,24,65,5,4,1
22,10,0,0,53,9,11,71,42,23,7,50,72,69,24,26,43,33,64,67,66,31,8,61,47,51,52,25,48,49,70,2,73,62,12,4,21,68,32,65,28,30,5,29,45,13,6,63,44,46,1,27,3,41,3
73,28,0,0,41,27,8,65,9,6,49,63,13,44,7,4,12,43,22,48,67,25,71,2,61,47,46,11,3,62,23,69,68,51,21,32,72,52,70,26,10,42,64,33,29,1,66,50,5,30,31,45,53,24,1
7,69,0,0,48,26,22,53,21,70,25,68,10,71,46,72,13,51,4,66,31,52,45,49,47,67,73,8,50,42,32,12,29,61,9,3,6,5,63,44,27,23,65,2,33,1,43,24,62,64,28,30,41,11,1
70,61,0,0,25,51,53,24,66,42,27,65,63,31,49,47,6,9,71,13,32,28,11,64,7,29,12,8,62,44,41,68,72,73,22,50,10,33,23,67,21,30,52,26,2,43,1,5,3,46,69,4,45,48,1
23,5,0,0,25,68,22,71,44,27,4,1,21,32,62,13,70,43,72,7,61,30,24,46,47,50,33,51,11,26,2,42,31,66,69,65,49,3,6,64,28,45,73,41,10,9,48,12,8,52,67,29,53,63,1
52,53,0,0,41,43,27,44,2,4,63,8,45,29,10,11,70,24,28,65,49,48,1,33,66,47,71,64,31,9,3,12,46,13,42,5,32,23,25,73,50,61,51,69,21,7,62,67,6,22,26,30,68,72,3
24,44,0,0,41,26,71,33,72,63,50,7,27,51,42,23,29,12,46,70,6,45,62,68,61,73,30,28,49,4,25,66,65,2,3,22,10,32,21,64,13,67,47,1,5,8,43,9,53,69,11,48,31,52,1
67,73,0,0,50,4,2,10,5,7,51,28,49,11,68,41,53,62,21,23,13,72,6,47,71,25,33,29,52,42,43,24,3,65,46,26,30,63,22,48,27,31,61,69,9,70,66,45,12,32,64,44,8,1,1
7,72,0,0,66,44,47,9,5,6,13,68,69,62,67,12,43,48,73,8,3,50,71,52,28,70,64,2,1,51,45,65,33,21,46,53,63,22,26,29,42,41,32,30,61,49,23,25,27,31,24,11,4,10,3
44,68,0,0,7,61,42,53,27,62,22,4,2,21,1,71,3,46,47,23,12,29,32,26,51,45,65,10,28,63,50,66,31,6,49,9,41,64,43,33,30,25,13,24,5,8,73,69,72,48,11,52,70,67,1
46,9,0,0,22,67,10,45,51,44,30,11,1,43,69,70,29,4,28,21,32,63,73,6,47,48,5,61,65,2,68,53,72,42,66,23,7,64,49,52,71,33,12,13,50,8,25,31,24,41,27,26,3,62,1
9,70,0,0,22,71,29,27,13,42,73,41,7,68,10,6,5,72,30,51,62,33,69,44,43,2,65,12,52,46,21,63,4,49,24,31,61,48,67,11,8,32,50,26,47,1,25,45,23,3,66,53,28,64,1
62,23,0,0,66,73,3,69,48,22,11,52,25,12,41,21,45,1,51,6,10,50,63,61,44,13,2,72,49,46,28,68,24,27,30,64,31,8,26,70,71,7,4,29,65,33,43,42,5,67,32,53,47,9,3
26,52,0,0,72,46,43,13,12,25,45,66,63,1,64,62,31,73,42,44,7,2,61,70,29,5,68,10,22,24,71,67,8,27,51,49,9,50,33,4,28,47,53,48,69,32,21,3,11,65,23,30,41,6,1
5,44,0,0,50,13,65,33,48,45,27,26,70,47,69,12,29,63,1,68,8,28,43,66,10,2,31,21,30,6,32,53,49,4,73,25,67,72,61,3,7,9,24,11,22,46,42,41,52,62,64,51,23,71,3
33,31,0,0,7,32,51,62,30,46,68,65,8,24,29,53,2,22,23,73,10,66,61,72,52,67,4,43,26,70,49,12,71,11,69,42,47,13,44,64,5,6,3,45,1,41,27,63,9,21,50,25,28,48,2
13,53,0,0,42,68,11,6,2,26,61,10,62,28,22,63,29,23,3,31,7,41,45,44,73,67,69,49,43,52,71,30,1,48,27,50,24,25,70,33,5,4,32,72,65,66,46,21,51,12,64,9,47,8,1
24,1,0,0,41,61,8,2,66,42,27,50,29,53,33,45,26,5,23,31,28,30,22,69,70,44,47,25,46,72,48,12,9,64,49,13,32,3,11,62,63,10,6,71,51,7,21,52,68,73,43,65,67,4,1
4,72,0,0,2,13,47,41,67,43,33,22,66,10,52,48,8,61,30,53,51,42,46,32,26,1,44,23,73,50,27,12,64,62,28,31,9,71,25,6,21,5,24,68,63,11,29,7,3,65,45,70,69,49,1
24,7,0,0,63,28,1,68,65,52,64,3,44,61,33,2,51,71,49,4,6,21,30,42,43,45,72,66,8,10,27,13,29,32,31,70,5,23,25,41,69,62,9,50,22,12,46,26,48,47,11,67,53,73,1
71,30,0,0,68,72,4,61,43,23,49,65,21,48,22,66,33,12,6,8,41,1,64,7,50,10,45,31,46,62,5,70,28,11,53,27,67,69,29,26,24,3,73,13,44,52,47,63,25,9,32,2,42,51,3
67,23,0,0,41,33,46,43,26,51,12,72,32,31,68,48,3,70,8,30,4,64,27,42,69,49,66,61,25,24,45,44,73,47,29,63,1,6,50,53,22,5,11,2,10,9,13,28,7,21,62,71,65,52,2
32,9,0,0,41,7,29,70,67,23,72,50,26,10,71,68,48,6,24,5,66,52,4,42,27,22,69,73,21,49,3,31,53,44,13,12,28,63,43,47,11,51,2,25,8,65,30,62,45,33,46,64,61,1,3
25,52,0,0,6,46,50,64,70,41,69,67,2,48,32,62,13,11,26,47,27,21,5,31,7,49,8,3,23,68,45,43,33,29,1,71,4,30,72,24,44,9,63,42,10,51,12,22,73,53,28,66,65,61,2
33,46,0,0,23,30,41,44,2,24,9,49,42,63,48,50,1,53,67,6,4,21,70,12,62,51,66,25,64,7,5,29,52,31,73,47,43,61,72,68,69,11,13,3,27,22,28,8,10,32,65,71,45,26,1
72,28,0,0,63,66,69,47,61,29,5,51,10,24,27,7,41,9,52,53,65,8,12,30,44,1,2,49,21,45,67,43,3,46,71,50,6,4,73,23,48,62,13,70,33,22,64,11,31,32,42,68,25,26,2
27,5,0,0,73,6,62,26,53,69,7,45,48,30,8,21,32,25,33,49,63,9,23,28,4,52,11,65,29,50,42,22,64,70,68,44,13,51,67,1,41,31,46,47,43,72,66,10,71,3,12,24,2,61,3
23,33,0,0,30,8,32,43,44,6,42,41,45,25,52,26,73,2,48,64,50,12,4,7,71,3,46,65,21,68,5,70,47,27,72,49,63,31,1,51,22,67,9,13,66,11,28,29,61,24,62,53,69,10,1
21,23,0,0,72,49,51,47,69,62,8,29,42,68,5,1,64,9,26,52,61,11,2,12,32,66,30,70,45,27,71,53,67,13,48,43,6,25,4,46,24,10,50,31,44,3,28,73,65,41,63,33,7,22,1
31,49,0,0,66,53,67,5,4,13,30,70,44,50,51,28,21,29,25,26,43,46,47,68,45,11,27,64,42,24,63,62,33,65,61,2,73,23,1,9,6,41,32,3,72,71,7,69,10,8,22,52,48,12,3
65,66,0,0,13,68,42,4,50,63,41,25,6,64,23,62,10,67,73,70,12,1,44,51,53,28,9,22,32,33,61,72,3,29,71,7,26,31,49,2,8,43,24,27,5,48,47,30,46,69,11,21,52,45,3
69,44,0,0,2,42,23,24,29,53,67,5,27,9,3,70,66,1,28,43,6,25,41,68,30,71,52,62,13,47,21,8,4,48,65,73,22,63,31,72,49,32,7,12,50,10,11,26,33,51,61,64,46,45,1
51,71,0,0,6,5,63,31,72,68,41,25,66,3,7,8,73,2,67,24,70,43,64,28,13,29,61,53,30,46,4,50,22,48,42,1,9,33,44,47,69,12,52,32,26,62,21,23,49,27,65,11,45,10,1
23,52,0,0,3,72,4,61,25,8,21,45,50,68,22,53,6,69,32,11,12,47,29,49,46,62,71,65,64,31,7,2,9,63,66,30,24,26,27,44,43,10,48,70,67,5,28,41,1,51,73,42,13,33,1
48,25,0,0,10,8,7,6,47,2,11,5,73,69,52,31,43,23,4,1,22,27,66,62,13,72,24,63,33,28,9,53,21,51,50,12,41,61,29,70,3,71,64,44,65,49,30,26,32,42,68,67,45,46,1
70,1,0,0,62,10,48,68,51,21,6,42,27,41,47,11,53,49,52,31,72,71,5,67,63,73,24,50,46,23,65,43,12,29,26,33,32,44,28,2,25,4,66,3,61,22,45,13,8,64,9,30,69,7,3
42,25,0,0,23,68,13,53,67,2,8,4,33,41,10,32,31,3,52,64,7,43,24,62,66,45,44,49,69,27,6,63,72,29,71,46,51,12,21,1,28,48,70,61,50,73,5,11,47,26,22,30,65,9,1
2,71,0,0,69,21,49,30,8,25,27,64,32,73,67,10,22,48,70,31,9,45,63,1,66,6,11,42,4,7,5,24,13,72,23,65,41,43,68,52,26,33,28,3,47,61,62,29,44,51,53,46,12,50,3
5,67,0,0,48,63,45,71,23,22,41,3,51,9,70,24,28,1,25,7,72,21,4,53,61,12,46,66,49,2,69,50,65,29,31,11,13,27,6,43,44,10,52,62,73,33,30,42,26,8,47,64,32,68,1
28,29,0,0,47,30,70,5,48,22,23,46,45,13,11,68,62,27,4,7,66,33,63,64,73,32,12,61,53,41,51,69,1,3,10,2,52,72,67,50,31,9,71,6,25,21,44,65,43,42,49,8,26,24,1
73,13,0,0,71,2,46,68,45,10,5,69,47,26,70,61,52,22,6,24,11,9,51,33,62,30,3,31,7,12,21,64,25,65,8,42,27,29,53,4,50,41,32,67,63,66,23,48,43,49,1,44,72,28,2
11,42,0,0,4,21,28,26,49,13,47,27,23,61,53,44,7,71,9,67,62,63,10,12,31,41,8,29,68,66,33,32,70,48,52,2,24,50,72,3,6,30,46,25,69,22,1,73,65,5,43,64,45,51,3
21,32,0,0,28,64,12,13,48,69,3,1,31,27,42,65,53,41,4,61,73,72,22,47,50,29,68,44,46,49,7,66,52,51,10,30,63,70,71,25,26,33,45,24,8,2,5,62,11,67,43,6,23,9,1
61,2,0,0,67,24,10,72,32,29,28,13,25,48,23,41,71,27,47,1,69,9,45,62,43,21,73,31,8,3,22,7,68,6,4,50,64,30,42,44,65,46,49,53,63,12,26,11,5,33,51,52,66,70,1
23,53,0,0,42,13,10,48,73,7,50,52,41,1,32,69,8,11,22,45,25,44,65,4,5,51,72,29,67,31,47,62,66,21,46,68,63,2,49,27,30,6,64,3,43,70,9,26,24,28,61,71,33,12,3
64,22,0,0,32,51,71,69,46,5,9,28,67,24,66,50,11,63,2,27,43,31,42,41,6,13,62,70,7,52,73,53,48,26,72,4,49,47,12,61,65,29,45,8,33,10,68,1,21,3,44,30,25,23,3
9,45,0,0,10,52,5,24,31,73,12,62,70,30,72,2,69,66,6,32,63,21,43,27,51,13,67,4,44,3,41,47,23,8,49,50,64,46,71,25,28,7,65,61,29,22,11,1,68,48,26,53,33,42,1
24,29,0,0,69,30,61,10,44,71,28,48,3,52,73,32,12,9,21,23,62,65,6,70,27,51,8,43,22,41,11,66,25,72,1,64,31,26,50,53,45,49,47,42,4,63,2,7,67,5,68,46,13,33,3
73,72,0,0,13,33,4,52,64,3,42,51,61,50,31,44,53,47,49,11,32,43,27,1,41,28,21,25,6,70,30,45,67,23,66,68,29,12,71,63,10,26,9,46,8,7,5,65,2,69,62,22,24,48,1
26,7,0,0,73,3,6,52,33,53,51,61,46,31,23,71,62,13,10,25,49,72,70,27,21,1,42,24,68,5,67,41,50,28,11,2,65,48,29,44,69,66,30,43,9,4,45,32,12,64,63,47,8,22,1
52,2,0,0,64,50,11,3,7,47,69,62,48,46,10,72,23,22,25,71,51,68,33,29,5,4,31,70,30,27,41,43,63,1,6,12,26,28,8,53,32,21,66,44,24,9,42,61,65,67,49,13,45,73,1
68,41,0,0,31,51,62,72,4,71,63,9,32,11,6,27,46,65,29,49,3,30,44,1,69,48,2,21,47,12,50,53,66,7,43,5,67,24,10,64,23,8,28,73,22,52,26,45,33,13,42,70,25,61,3
44,27,0,0,68,42,49,22,11,3,23,33,48,5,13,71,46,62,67,52,41,26,70,25,61,12,69,2,72,4,31,32,1,64,53,24,50,21,45,6,29,43,63,8,7,10,9,47,51,30,66,73,65,28,1
1,6,0,0,7,49,71,46,62,11,4,66,24,3,32,26,69,72,30,41,21,10,13,5,73,25,64,50,61,23,52,29,63,22,2,43,68,12,70,42,67,48,27,53,9,31,47,44,33,45,8,51,65,28,3
71,70,0,0,73,65,63,47,12,23,27,25,28,51,44,66,45,49,2,11,72,22,13,50,69,46,1,5,67,52,68,29,48,31,21,6,4,26,7,64,8,9,62,43,10,32,53,24,3,42,41,61,30,33,2
71,7,0,0,46,44,5,23,50,31,26,25,73,3,53,12,32,68,8,6,33,51,49,4,42,61,43,67,45,69,27,47,30,52,64,28,48,9,1,72,11,13,41,63,21,10,24,62,70,66,2,29,22,65,3
28,49,0,0,52,5,23,10,32,50,29,51,4,61,9,30,8,24,41,46,42,73,65,70,22,69,1,44,11,7,67,71,33,21,68,53,27,13,72,3,43,64,47,31,62,6,2,66,45,12,48,63,25,26,1
64,3,0,0,49,51,66,5,29,1,13,44,52,67,47,4,53,65,27,61,71,22,23,2,45,28,63,32,21,31,43,7,72,42,9,11,50,8,26,48,33,69,30,6,12,24,25,10,70,41,46,73,68,62,1
8,5,0,0,23,61,24,10,22,47,63,27,50,70,28,32,53,73,13,11,52,51,33,64,30,41,45,31,43,48,49,42,4,68,12,46,25,69,2,9,26,67,29,21,66,72,44,71,1,6,3,7,62,65,3
53,29,0,0,32,7,43,66,21,30,71,10,25,2,11,1,47,26,41,23,50,13,12,31,69,28,65,24,68,8,72,27,51,62,64,63,73,44,42,48,52,45,5,61,22,4,6,49,9,67,70,46,3,33,2
